Valeurs,Unite_temps,Titre,Ordonnees,Indicateur,SourceGraphique,Sous_indicateur,Nomenclature,Declinaison,Statistique,Zone_geographique,longitude,latitude,Unite_de_compte
1425,2023,Scams and payment fraud recorded by security services,Number of victims,Payment fraud and scams,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Name,82-Tarn-et-Garonne,0.9976884,44.0634514,Victims
7674,2023,Scams and payment fraud recorded by security services,Number of victims,Payment fraud and scams,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Name,83-Was,3.1180406,45.8089367,Victims
3281,2023,Scams and payment fraud recorded by security services,Number of victims,Payment fraud and scams,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Name,84-Vaucluse,4.9025717,43.9510752,Victims
3330,2023,Scams and payment fraud recorded by security services,Number of victims,Payment fraud and scams,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Name,85-Vendee,-1.351216,47.235822,Victims
2429,2023,Scams and payment fraud recorded by security services,Number of victims,Payment fraud and scams,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Name,86-Vienna,4.87477,45.52524,Victims
2090,2023,Scams and payment fraud recorded by security services,Number of victims,Payment fraud and scams,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Name,87-Haute-Vienne,1.203176771876291,45.91901925,Victims
1680,2023,Scams and payment fraud recorded by security services,Number of victims,Payment fraud and scams,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Name,88-Vosges,7.004063903009973,48.262863,Victims
1830,2023,Scams and payment fraud recorded by security services,Number of victims,Payment fraud and scams,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Name,89-Yonne,3.645043925723877,47.85512575,Victims
660,2023,Scams and payment fraud recorded by security services,Number of victims,Payment fraud and scams,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Name,90-Territory of Belfort,7.0054643,47.6549584,Victims
8644,2023,Scams and payment fraud recorded by security services,Number of victims,Payment fraud and scams,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Name,91-Essonne,2.239291805668168,48.53034015,Victims
14357,2023,Scams and payment fraud recorded by security services,Number of victims,Payment fraud and scams,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Name,92-Hauts-de-Seine,2.1986299985796083,48.840185899999994,Victims
10985,2023,Scams and payment fraud recorded by security services,Number of victims,Payment fraud and scams,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Name,93-Seine-Saint-Denis,2.4287096,48.8809128,Victims
10175,2023,Scams and payment fraud recorded by security services,Number of victims,Payment fraud and scams,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Name,94-Val-de-Marne,2.4543321444588204,48.77448935,Victims
7614,2023,Scams and payment fraud recorded by security services,Number of victims,Payment fraud and scams,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Name,95-Val-d'Oise,2.1337803709677416,49.060828,Victims
1568,2023,Scams and payment fraud recorded by security services,Number of victims,Payment fraud and scams,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Name,971-Guadeloupe,-61.5686855,16.2528827,Victims
1220,2023,Scams and payment fraud recorded by security services,Number of victims,Payment fraud and scams,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Name,972-Martinique,0.4724691,43.6168762,Victims
677,2023,Scams and payment fraud recorded by security services,Number of victims,Payment fraud and scams,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Name,973-Guyana,-52.999998,4.0039882,Victims
2274,2023,Scams and payment fraud recorded by security services,Number of victims,Payment fraud and scams,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Name,974-Reunion,0.1144666,44.2972241,Victims
455,2023,Scams and payment fraud recorded by security services,Number of victims,Payment fraud and scams,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Name,976-Mayotte,-1.1467492,44.43641,Victims
231,2023,Drug trafficking recorded by security services,Name of my cause,Drug offences,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Drug trafficking,Not specified,Not specified,Name,01-Ain,5.3538775,46.2337295,My cause
154,2023,Drug trafficking recorded by security services,Name of my cause,Drug offences,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Drug trafficking,Not specified,Not specified,Name,02-Aisne,3.606899003594057,49.45328545,My cause
200,2023,Drug trafficking recorded by security services,Name of my cause,Drug offences,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Drug trafficking,Not specified,Not specified,Name,03-Allier,0.1159236,43.1776843,My cause
41,2023,Drug trafficking recorded by security services,Name of my cause,Drug offences,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Drug trafficking,Not specified,Not specified,Name,04-Alpes-de-Haute-Provence,6.6452617,44.3891188,My cause
61,2023,Drug trafficking recorded by security services,Name of my cause,Drug offences,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Drug trafficking,Not specified,Not specified,Name,05-Hautes-Alpes,6.352024584507948,44.6564666,My cause
905,2023,Drug trafficking recorded by security services,Name of my cause,Drug offences,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Drug trafficking,Not specified,Not specified,Name,06-Alpes-Maritimes,7.1790785,43.9210587,My cause
73,2023,Drug trafficking recorded by security services,Name of my cause,Drug offences,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Drug trafficking,Not specified,Not specified,Name,07-Ardèche,4.3986524702343965,44.815194000000005,My cause
73,2023,Drug trafficking recorded by security services,Name of my cause,Drug offences,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Drug trafficking,Not specified,Not specified,Name,08-Ardennes,4.671600518245179,49.69801175,My cause
